D:\data\IMG\center_2020_05_27_23_07_36_305.jpg, D:\data\IMG\left_2020_05_27_23_07_36_305.jpg, D:\data\IMG\right_2020_05_27_23_07_36_305.jpg, 0, 0, 0, 7.824332E-05
D:\data\IMG\center_2020_05_27_23_07_36_410.jpg, D:\data\IMG\left_2020_05_27_23_07_36_410.jpg, D:\data\IMG\right_2020_05_27_23_07_36_410.jpg, 0, 0, 0, 7.845338E-05
D:\data\IMG\center_2020_05_27_23_07_36_513.jpg, D:\data\IMG\left_2020_05_27_23_07_36_513.jpg, D:\data\IMG\right_2020_05_27_23_07_36_513.jpg, 0, 0, 0, 7.877364E-05
D:\data\IMG\center_2020_05_27_23_07_36_612.jpg, D:\data\IMG\left_2020_05_27_23_07_36_612.jpg, D:\data\IMG\right_2020_05_27_23_07_36_612.jpg, 0, 0, 0, 7.971406E-05
D:\data\IMG\center_2020_05_27_23_07_36_714.jpg, D:\data\IMG\left_2020_05_27_23_07_36_714.jpg, D:\data\IMG\right_2020_05_27_23_07_36_714.jpg, 0, 0, 0, 7.809827E-05
D:\data\IMG\center_2020_05_27_23_07_36_816.jpg, D:\data\IMG\left_2020_05_27_23_07_36_816.jpg, D:\data\IMG\right_2020_05_27_23_07_36_816.jpg, 0, 0, 0, 7.762219E-05
D:\data\IMG\center_2020_05_27_23_07_36_919.jpg, D:\data\IMG\left_2020_05_27_23_07_36_919.jpg, D:\data\IMG\right_2020_05_27_23_07_36_919.jpg, 0, 0.1921422, 0, 0.1058151
D:\data\IMG\center_2020_05_27_23_07_37_023.jpg, D:\data\IMG\left_2020_05_27_23_07_37_023.jpg, D:\data\IMG\right_2020_05_27_23_07_37_023.jpg, 0, 0.4868268, 0, 0.516627
D:\data\IMG\center_2020_05_27_23_07_37_125.jpg, D:\data\IMG\left_2020_05_27_23_07_37_125.jpg, D:\data\IMG\right_2020_05_27_23_07_37_125.jpg, 0, 0.7948782, 0, 1.320403
D:\data\IMG\center_2020_05_27_23_07_37_227.jpg, D:\data\IMG\left_2020_05_27_23_07_37_227.jpg, D:\data\IMG\right_2020_05_27_23_07_37_227.jpg, 0, 1, 0, 2.482314
D:\data\IMG\center_2020_05_27_23_07_37_328.jpg, D:\data\IMG\left_2020_05_27_23_07_37_328.jpg, D:\data\IMG\right_2020_05_27_23_07_37_328.jpg, 0, 1, 0, 3.658746
D:\data\IMG\center_2020_05_27_23_07_37_428.jpg, D:\data\IMG\left_2020_05_27_23_07_37_428.jpg, D:\data\IMG\right_2020_05_27_23_07_37_428.jpg, -0.2885415, 1, 0, 4.817213
D:\data\IMG\center_2020_05_27_23_07_37_530.jpg, D:\data\IMG\left_2020_05_27_23_07_37_530.jpg, D:\data\IMG\right_2020_05_27_23_07_37_530.jpg, -0.3122937, 1, 0, 5.950696
D:\data\IMG\center_2020_05_27_23_07_37_635.jpg, D:\data\IMG\left_2020_05_27_23_07_37_635.jpg, D:\data\IMG\right_2020_05_27_23_07_37_635.jpg, -0.01493609, 1, 0, 7.094723
D:\data\IMG\center_2020_05_27_23_07_37_739.jpg, D:\data\IMG\left_2020_05_27_23_07_37_739.jpg, D:\data\IMG\right_2020_05_27_23_07_37_739.jpg, 0, 1, 0, 8.454024
D:\data\IMG\center_2020_05_27_23_07_37_841.jpg, D:\data\IMG\left_2020_05_27_23_07_37_841.jpg, D:\data\IMG\right_2020_05_27_23_07_37_841.jpg, 0, 1, 0, 9.576501
D:\data\IMG\center_2020_05_27_23_07_37_945.jpg, D:\data\IMG\left_2020_05_27_23_07_37_945.jpg, D:\data\IMG\right_2020_05_27_23_07_37_945.jpg, -0.2968461, 1, 0, 10.66183
D:\data\IMG\center_2020_05_27_23_07_38_048.jpg, D:\data\IMG\left_2020_05_27_23_07_38_048.jpg, D:\data\IMG\right_2020_05_27_23_07_38_048.jpg, -0.4549821, 1, 0, 11.51154
D:\data\IMG\center_2020_05_27_23_07_38_153.jpg, D:\data\IMG\left_2020_05_27_23_07_38_153.jpg, D:\data\IMG\right_2020_05_27_23_07_38_153.jpg, -0.1557654, 1, 0, 12.83598
D:\data\IMG\center_2020_05_27_23_07_38_254.jpg, D:\data\IMG\left_2020_05_27_23_07_38_254.jpg, D:\data\IMG\right_2020_05_27_23_07_38_254.jpg, 0, 1, 0, 13.72295
D:\data\IMG\center_2020_05_27_23_07_38_357.jpg, D:\data\IMG\left_2020_05_27_23_07_38_357.jpg, D:\data\IMG\right_2020_05_27_23_07_38_357.jpg, 0, 1, 0, 15.14445
D:\data\IMG\center_2020_05_27_23_07_38_462.jpg, D:\data\IMG\left_2020_05_27_23_07_38_462.jpg, D:\data\IMG\right_2020_05_27_23_07_38_462.jpg, 0, 1, 0, 16.11044
D:\data\IMG\center_2020_05_27_23_07_38_562.jpg, D:\data\IMG\left_2020_05_27_23_07_38_562.jpg, D:\data\IMG\right_2020_05_27_23_07_38_562.jpg, 0, 1, 0, 17.30278
D:\data\IMG\center_2020_05_27_23_07_38_665.jpg, D:\data\IMG\left_2020_05_27_23_07_38_665.jpg, D:\data\IMG\right_2020_05_27_23_07_38_665.jpg, 0, 1, 0, 18.17875
D:\data\IMG\center_2020_05_27_23_07_38_770.jpg, D:\data\IMG\left_2020_05_27_23_07_38_770.jpg, D:\data\IMG\right_2020_05_27_23_07_38_770.jpg, 0, 1, 0, 19.35548
D:\data\IMG\center_2020_05_27_23_07_38_873.jpg, D:\data\IMG\left_2020_05_27_23_07_38_873.jpg, D:\data\IMG\right_2020_05_27_23_07_38_873.jpg, -0.2812275, 1, 0, 20.20972
D:\data\IMG\center_2020_05_27_23_07_38_977.jpg, D:\data\IMG\left_2020_05_27_23_07_38_977.jpg, D:\data\IMG\right_2020_05_27_23_07_38_977.jpg, -0.4405671, 1, 0, 21.15014
D:\data\IMG\center_2020_05_27_23_07_39_079.jpg, D:\data\IMG\left_2020_05_27_23_07_39_079.jpg, D:\data\IMG\right_2020_05_27_23_07_39_079.jpg, -0.07978472, 1, 0, 22.33837
D:\data\IMG\center_2020_05_27_23_07_39_182.jpg, D:\data\IMG\left_2020_05_27_23_07_39_182.jpg, D:\data\IMG\right_2020_05_27_23_07_39_182.jpg, 0, 1, 0, 23.28339
D:\data\IMG\center_2020_05_27_23_07_39_289.jpg, D:\data\IMG\left_2020_05_27_23_07_39_289.jpg, D:\data\IMG\right_2020_05_27_23_07_39_289.jpg, 0, 1, 0, 24.2641
D:\data\IMG\center_2020_05_27_23_07_39_391.jpg, D:\data\IMG\left_2020_05_27_23_07_39_391.jpg, D:\data\IMG\right_2020_05_27_23_07_39_391.jpg, -0.0542859, 1, 0, 25.22215
D:\data\IMG\center_2020_05_27_23_07_39_491.jpg, D:\data\IMG\left_2020_05_27_23_07_39_491.jpg, D:\data\IMG\right_2020_05_27_23_07_39_491.jpg, -0.3552075, 1, 0, 26.10269
D:\data\IMG\center_2020_05_27_23_07_39_595.jpg, D:\data\IMG\left_2020_05_27_23_07_39_595.jpg, D:\data\IMG\right_2020_05_27_23_07_39_595.jpg, -0.6641371, 1, 0, 26.79481
D:\data\IMG\center_2020_05_27_23_07_39_697.jpg, D:\data\IMG\left_2020_05_27_23_07_39_697.jpg, D:\data\IMG\right_2020_05_27_23_07_39_697.jpg, -0.3492612, 1, 0, 27.86329
D:\data\IMG\center_2020_05_27_23_07_39_803.jpg, D:\data\IMG\left_2020_05_27_23_07_39_803.jpg, D:\data\IMG\right_2020_05_27_23_07_39_803.jpg, -0.03220202, 1, 0, 28.79954
D:\data\IMG\center_2020_05_27_23_07_39_906.jpg, D:\data\IMG\left_2020_05_27_23_07_39_906.jpg, D:\data\IMG\right_2020_05_27_23_07_39_906.jpg, 0, 1, 0, 29.70233
D:\data\IMG\center_2020_05_27_23_07_40_007.jpg, D:\data\IMG\left_2020_05_27_23_07_40_007.jpg, D:\data\IMG\right_2020_05_27_23_07_40_007.jpg, 0, 1, 0, 30.18931
D:\data\IMG\center_2020_05_27_23_07_40_108.jpg, D:\data\IMG\left_2020_05_27_23_07_40_108.jpg, D:\data\IMG\right_2020_05_27_23_07_40_108.jpg, 0, 1, 0, 30.19021
D:\data\IMG\center_2020_05_27_23_07_40_210.jpg, D:\data\IMG\left_2020_05_27_23_07_40_210.jpg, D:\data\IMG\right_2020_05_27_23_07_40_210.jpg, 0, 1, 0, 30.18941
D:\data\IMG\center_2020_05_27_23_07_40_314.jpg, D:\data\IMG\left_2020_05_27_23_07_40_314.jpg, D:\data\IMG\right_2020_05_27_23_07_40_314.jpg, 0, 1, 0, 30.19003
D:\data\IMG\center_2020_05_27_23_07_40_413.jpg, D:\data\IMG\left_2020_05_27_23_07_40_413.jpg, D:\data\IMG\right_2020_05_27_23_07_40_413.jpg, -0.2545515, 1, 0, 30.17658
D:\data\IMG\center_2020_05_27_23_07_40_515.jpg, D:\data\IMG\left_2020_05_27_23_07_40_515.jpg, D:\data\IMG\right_2020_05_27_23_07_40_515.jpg, -0.5296833, 1, 0, 30.14347
D:\data\IMG\center_2020_05_27_23_07_40_618.jpg, D:\data\IMG\left_2020_05_27_23_07_40_618.jpg, D:\data\IMG\right_2020_05_27_23_07_40_618.jpg, -0.1760571, 1, 0, 30.194
D:\data\IMG\center_2020_05_27_23_07_40_719.jpg, D:\data\IMG\left_2020_05_27_23_07_40_719.jpg, D:\data\IMG\right_2020_05_27_23_07_40_719.jpg, 0, 1, 0, 30.18838
D:\data\IMG\center_2020_05_27_23_07_40_820.jpg, D:\data\IMG\left_2020_05_27_23_07_40_820.jpg, D:\data\IMG\right_2020_05_27_23_07_40_820.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_40_923.jpg, D:\data\IMG\left_2020_05_27_23_07_40_923.jpg, D:\data\IMG\right_2020_05_27_23_07_40_923.jpg, 0, 1, 0, 30.18978
